candidate_id,gross_list_status,gross_list_name,canonical_product_id,slug,brand,model,family,current_status,provisional_decision,final_decision,decision_change_reason,rank,score,confidence,trusted_active_total,safe_proposal_total,source_count,price_evidence,matchability_risk,variant_decision,query_readiness,main_reason,promotion_or_removal_trigger,evidence_basis,candidate_origin,hierarchy_role,kg_status,matcher_guard_conflict,lexical_clean_hits,lexical_nordic_de_hits
CAND-0361,duplicate_consolidated,Sequential Circuits DrumTraks,ed66bc3f-365e-4826-97b1-674b20fd74e4,sequential-circuits-drumtraks,Sequential Circuits,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0362,exact_match,Sequential Circuits Multi-Trak,7bf11a61-a597-4511-b750-8942c4878a19,sequential-circuits-multitrak,Sequential Circuits,MultiTrak,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,3,1,"median 453 DKK (p25 163 / p75 615, n=3)",0 deferrals; 0 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0363,exact_match,Sequential Circuits Pro-One,25400290-ee63-49e1-a505-1fd71d64a53b,sequential-circuits-pro-one,Sequential Circuits,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0364,duplicate_consolidated,Sequential Circuits Prophet-5,358b29a0-f9d0-401a-8f52-a5b6182490ff,sequential-sequential-prophet-5-rev3-3-vintage-1984-polyphonic-synthesizer,Sequential,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0365,duplicate_consolidated,Sequential Circuits Prophet-5,4f92502a-3f26-4cdb-b4df-12fbcda05a9f,sequential-sequential-prophet-5-legendary-5-voice-analog-poly-synth,Sequential,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0366,duplicate_consolidated,Sequential Circuits Prophet-5,8f6168c6-eaa3-4e45-953b-8e2c77b219bb,sequential-sequential-prophet-5-keyboard--brand-new--detroit-modular,Sequential,PROPHET 5 KEYBOARD : BRAND NEW :  [DETROIT MODULAR],,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,1 deferrals (ambiguous_tie:1); 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0367,duplicate_consolidated,Sequential Circuits Prophet-5,f972650e-772f-434e-86c1-28da2e5f4522,sequential-sequential-prophet-5-polyphonic-analog-keyboard-synthesizer,Sequential,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0368,duplicate_consolidated,Sequential Circuits Prophet-5,8e8e4fe3-f63c-476d-9088-c973a361b7be,sequential-circuits-prophet-5,Sequential Circuits,Prophet 5,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,30 deferrals (ambiguous_tie:27 non_product_intent:2); 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0369,duplicate_consolidated,Sequential Circuits Prophet-10,3e8047cf-e924-4bd4-aec8-d486319b53ce,sequential-sequential-prophet-10-desktop-module-restock-deal,Sequential,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0370,duplicate_consolidated,Sequential Circuits Prophet-10,ab76ce00-6749-4e06-9ea7-413e7b1d196e,sequential-sequential-prophet-10-desktop--brand-new--detroit-modular,Sequential,PROPHET 10 DESKTOP : BRAND NEW :  [DETROIT MODULAR],,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0371,duplicate_consolidated,Sequential Circuits Prophet-10,dbd6f94b-abb1-43de-ae19-87ef3f402e1b,sequential-sequential-prophet-10-analogue-synthesiser-desktop,Sequential,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0372,duplicate_consolidated,Sequential Circuits Prophet-10,f298302d-279a-4499-95ef-787995149a23,sequential-circuits-prophet-10,Sequential Circuits,Prophet 10,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,2 deferrals (ambiguous_tie:2); 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0373,exact_match,Sequential Circuits Prophet-600,a3ac8f58-22e3-43fa-a2ab-4587447a90b8,sequential-circuits-prophet-600,Sequential Circuits,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0374,exact_match,Sequential Circuits Prophet-T8,53bb98b2-b35f-47d9-9c7a-c516f51ff02e,sequential-circuits-prophet-t8,Sequential Circuits,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0375,exact_match,Sequential Circuits Prophet-VS,74516f5e-328b-4bf9-987b-ed18d3c60c77,sequential-circuits-prophet-vs,Sequential Circuits,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0376,exact_match,Sequential Circuits Six-Trak,bba7fa5a-e4b3-47d8-9285-a4803c0885f6,sequential-circuits-six-trak,Sequential Circuits,Six-Trak,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,5,1,"median 64 DKK (p25 51 / p75 124, n=5)",11 deferrals (ambiguous_tie:10 copy_or_reference:1); 0 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0377,exact_match,Sequential Circuits Studio 440,7f058595-ef8f-481b-b475-acf46b8dfee7,sequential-circuits-studio-440,Sequential Circuits,Studio 440,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,7,1,"median 46 DKK (p25 41 / p75 97, n=7)",5 deferrals (copy_or_reference:4 ambiguous_tie:1); 0 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0378,exact_match,Siel Orchestra / Orchestra 2,08e686ea-20ab-4ea5-ac5e-1878000affbe,siel-orchestra,Siel,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0379,exact_match,Solid State Logic Ultraviolet EQ,a148372e-6d19-4b0b-91df-47e89e7fb3cc,ssl-ultraviolet-eq,SSL,UltraViolet EQ,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,5,0,1,"median 4535 DKK (p25 4535 / p75 4535, n=5)",1 deferrals (low_confidence:1); 1 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0380,duplicate_consolidated,Tube-Tech CL 1B,2f287821-496e-43f1-a52f-6d92e4280f1b,tube-tech-tube-tech-cl-1b-compressor-new-in-box-warranty,Tube-Tech,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0381,duplicate_consolidated,Tube-Tech CL 1B,776af8f7-7e6a-42a3-9499-bb570ae229f9,tube-tech-tube-tech-cl-1b-mono-opto-compressor-2010s-blue,Tube-Tech,CL 1B Mono Opto Compressor 2010s - Blue,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,4 deferrals (shared_identifier_conflict:4); 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0382,duplicate_consolidated,Tube-Tech CL 1B,9652019b-6db3-42c7-abe7-e591eeb3520a,tube-tech-tube-tech-cl-1b-brand-new-unopened-box,Tube-Tech,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0383,duplicate_consolidated,Tube-Tech CL 1B,98d15800-f379-4acb-9601-cab17d6b4425,tube-tech-tube-tech-cl-1b-single-channel-optical-tube-compressor--studio-icon,Tube-Tech,CL 1B Single-Channel Optical Tube Compressor – Studio Icon,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0384,duplicate_consolidated,Tube-Tech CL 1B,baf23afd-4eb1-4902-9d86-883bf190583b,tube-tech-tube-tech-cl-1b-mono-opto-compressor-2023-blue,Tube-Tech,CL 1B Mono Opto Compressor 2023 - Blue,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0385,duplicate_consolidated,Tube-Tech LCA 2B,0a4e82ea-1450-48f9-af4b-ced7e7eb789e,tube-tech-tube-tech-lca-2b-stereo-tube-vca-compressor-limiter-used,Tube-Tech,LCA 2B Stereo Tube VCA Compressor/Limiter (Used),,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0386,duplicate_consolidated,Tube-Tech LCA 2B,4ba63bad-692d-4aaa-9694-df78eb0d1c40,tube-tech-tube-tech-lca-2b-stereo-compressor-limiter-green-day-owned-certificate-of-authenticity,Tube-Tech,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0387,duplicate_consolidated,Tube-Tech LCA 2B,923fafc6-cae2-4d3f-9ad4-d1a0559d9373,tube-tech-tube-tech-lca-2b-stereo-tube-compressor-limiter,Tube-Tech,LCA 2B Stereo Tube Compressor / Limiter,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0388,duplicate_consolidated,Tube-Tech LCA 2B,c4e6e8ea-604f-4d2d-a771-275608a46052,tube-tech-tube-tech-lca-2b-dual-channel-tube-vca-compressor-limiter-2010s-blue,Tube-Tech,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0389,duplicate_consolidated,Tube-Tech LCA 2B,e348a4f3-8faf-4f30-b5d6-5ecae232cc76,tube-tech-upgraded--modified-tube-tech-lca-2b-dual-channel-tube-vca-compressor-limiter,Tube-Tech,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0390,duplicate_consolidated,Tube-Tech LCA 2B,f4a360d2-5e46-4d42-b0a2-05e0f79d26af,tube-tech-tube-tech-mec-1a--mp-2a--lca-2b-dual-channel-tube-vca-compressor--rack,Tube-Tech,MEC 1A + MP 2A + LCA 2B Dual Channel Tube VCA Compressor + Rack,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0391,duplicate_consolidated,Tube-Tech PE 1C,70f4e5b5-f7fa-4eaa-913e-685f0d21eab2,tube-tech-tube-tech-pe-1c-program-equalizer-04984,Tube-Tech,PE 1C Program Equalizer #04984,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0392,duplicate_consolidated,Tube-Tech PE 1C,c01fa0aa-0639-47c1-b5fa-686d227c0448,tube-tech-tube-tech-pe-1c-program-equalizer--passive-pultec-style-eq-w-push-pull-amplifier,Tube-Tech,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0393,duplicate_consolidated,Tube-Tech PE 1C,de92e977-cfb1-4c79-984a-ec663430d968,tube-tech-tube-tech-pe-1c-program-equalizer-vintage-1990s,Tube-Tech,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0394,duplicate_consolidated,Tube-Tech PE 1C,faab1ca0-a7e6-4d85-8c58-7f217c06c347,tube-tech-tube-tech-pe-1c-program-equalizer-2010s-blue,Tube-Tech,PE 1C Program Equalizer 2010s - Blue,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,3,1,"median 16098 DKK (p25 12797 / p75 16975, n=3)",0 deferrals; 0 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0395,variant_split,Tube-Tech SMC 2B,2caa8748-1c1f-458c-a3f8-457b4a75eaf6,tube-tech-tube-tech-smc-2b-stereo-multiband-compressor,Tube-Tech,SMC-2B Stereo Multiband Compressor,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,4,1,1,"median 24945 DKK (p25 24945 / p75 29622, n=5)",2 deferrals (ambiguous_tie:2); 0 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0396,variant_split,Tube-Tech SMC 2B,841ca986-30f4-4c51-8fb9-5ec4a058df67,tube-tech-tube-tech-smc-2b-multiband-opto-compressor,Tube-Tech,SMC 2B Multiband Opto Compressor,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,1,0,1,"median 30331 DKK (p25 30331 / p75 30331, n=1)",0 deferrals; 0 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0397,variant_split,Tube-Tech SMC 2B,c36b2b02-3853-4f48-af12-bb3b65e14cf3,tube-tech-tube-tech-smc-2b-stereo-multiband-compressor-2010s-blue,Tube-Tech,SMC-2B Stereo Multiband Compressor 2010s - Blue,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,2 deferrals (ambiguous_tie:2); 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0398,variant_split,Tube-Tech SMC 2B,f00d0e98-7fd4-48d7-a1be-667bc6004760,tube-tech-tube-tech-smc-2b-2a-stereo-multiband-compressor-2010s-blue,Tube-Tech,SMC-2B 2A Stereo Multiband Compressor 2010s - Blue,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,1,0,1,"median 19402 DKK (p25 19402 / p75 19402, n=1)",0 deferrals; 0 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0399,duplicate_consolidated,Universal Audio 1176LN / 1176SE,eabdcc85-8682-4c86-93e6-fd3555bf9e46,ua-urei-and-ua-1176ln-2k-audio-taper-potentiometer,Universal Audio,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0400,exact_match,Yamaha AN1x,e44d20c4-3124-43b8-b871-c88076aa08fe,yamaha-an1x,Yamaha,AN1x,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,13,1,"median 452 DKK (p25 194 / p75 4677, n=13)",11 deferrals (ambiguous_tie:9 non_product_intent:1); 0 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0401,duplicate_consolidated,Yamaha CS-15 / CS-30 / CS-40M,1fb4ef05-b180-49dd-be94-ca2a1c019271,yamaha-cs-40m,Yamaha,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0402,duplicate_consolidated,Yamaha CS-15 / CS-30 / CS-40M,32781b2e-2123-4929-9f42-de094331a2bc,yamaha-cs-30,Yamaha,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0403,duplicate_consolidated,Yamaha CS-15 / CS-30 / CS-40M,53187a50-e36f-482c-b80f-5ea59ab68a06,yamaha-cs-15,Yamaha,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0404,duplicate_consolidated,Yamaha CS-50 / CS-60,b2bc6caa-04c9-4a4c-b397-df50e5cf9cf5,yamaha-cs-60,Yamaha,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0405,exact_match,Yamaha CS-70M,8bded613-1b9a-4574-b07a-36ecd5cccd3f,yamaha-cs-70m,Yamaha,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0406,exact_match,Yamaha CS-80,d8db34ba-b8f8-41c7-9c96-2a2d7b26029a,yamaha-cs-80,Yamaha,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0407,duplicate_consolidated,Yamaha DX1 / DX5,124fd52c-640d-4aab-b6e4-7b9069c4fc05,yamaha-dx1,Yamaha,DX1,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,1,2,1,"median 613319 DKK (p25 512848 / p75 706113, n=3)",2 deferrals (ambiguous_tie:2); 9 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0408,duplicate_consolidated,Yamaha DX1 / DX5,2b6c3919-fc9a-4782-a0c7-37be9be7de92,yamaha-dx5,Yamaha,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0409,exact_match,Yamaha GX-1,6d8becaf-4158-4ea8-ae1a-255bb0145509,yamaha-gx-1,Yamaha,GX-1,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,2,0,1,"median 9592 DKK (p25 7670 / p75 9592, n=2)",0 deferrals; 0 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0410,exact_match,Yamaha RX5 / RX11,1d78c2d0-114d-4559-843c-261dbfaf0342,yamaha-rx5,Yamaha,RX5,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,34,1,"median 1086 DKK (p25 694 / p75 3233, n=34)",4 deferrals (ambiguous_tie:3 non_product_intent:1); 0 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0411,exact_match,Yamaha SS30,5af573ba-3234-4057-b03c-a30105cf5c15,yamaha-ss30,Yamaha,SS30,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0412,duplicate_consolidated,Yamaha SY77 / SY99,42cf6ad1-ad2a-430d-9a86-3e6658a05373,yamaha-sy77,Yamaha,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0413,duplicate_consolidated,Yamaha SY77 / SY99,ef9bcf64-70cf-4c7a-a210-4918293e4b2a,yamaha-sy99,Yamaha,SY99,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,4,0,1,"median 1130 DKK (p25 1130 / p75 2144, n=4)",1 deferrals (non_product_intent:1); 15 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
