candidate_id,source_origin,source_row_label,brand,family_or_model,hierarchy_role,reconciliation_state,kg_mapping,canonical_product_id,slug,final_decision,score,confidence,lifecycle_proposal,decision_reason
GL-0415,gross_list_336,Roland	Juno-60,Roland,Juno-60,matchable_canonical_product,exact_match,exact_kg_product,3ecf2933-92b9-4676-b80f-d4b0ba7e2c5d,roland-juno-60,core,91,high,support=supported;visibility=private;monitoring=unchanged,"Retained. Gross-list family ""Roland Juno-60""."
GL-0416,gross_list_336,Roland	Juno-106 / HS-60,Roland,Juno-106,matchable_canonical_product,variant_split,exact_kg_product,9d6cbf78-d99f-4995-9010-b811453e829e,roland-juno-106,core,92,high,support=supported;visibility=private;monitoring=unchanged,"Retained. Gross-list family ""Roland Juno-106 / HS-60""."
GL-0417,gross_list_336,Roland	Juno-106 / HS-60,Roland,HS-60,,variant_split,exact_kg_product,f0f7db28-4ca5-43d9-825d-7b2071e09854,roland-hs-60,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0418,gross_list_336,Roland	Jupiter-4,Roland,Jupiter-4,matchable_canonical_product,duplicate_consolidated,exact_kg_product,43e45ad9-67ec-4e6a-8eed-44feb5a14265,roland-jupiter-4,core,66,medium,support=supported;visibility=private;monitoring=unchanged,"PROMOTED from Prompt 03 reserve: on the gross list, and displaced guitar capacity."
GL-0419,gross_list_336,Roland	Jupiter-4,Roland,Jupiter-4,,duplicate_consolidated,exact_kg_product,1d1f7b33-1381-44b6-a7e1-f78827b6534b,roland-jupiter-4-49-key-synthesizer-1978-1982-black,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0420,gross_list_336,Roland	Jupiter-4,Roland,JP-4 (Jupiter 4),,duplicate_consolidated,exact_kg_product,8b082c2a-4d43-475f-a913-b43c35e14047,roland-jp-4,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0421,gross_list_336,Roland	Jupiter-6,Roland,Jupiter-6,,duplicate_consolidated,exact_kg_product,5a14382e-d200-47ef-a2e3-d7eeb8c9d1a0,roland-jupiter-6,reserve,60,medium,support=reserve;visibility=private;monitoring=none,Unchanged from Prompt 03.
GL-0422,gross_list_336,Roland	Jupiter-6,Roland,JP-6 (Jupiter 6),,duplicate_consolidated,exact_kg_product,9a322f4f-59dd-42b1-9a54-89de01d35ed1,roland-jp-6,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0423,gross_list_336,Roland	Jupiter-8,Roland,Jupiter-8,matchable_canonical_product,duplicate_consolidated,exact_kg_product,fb04b727-b3aa-462c-8456-064f3add5121,roland-jupiter-8,core,74,medium,support=supported;visibility=private;monitoring=unchanged,"Retained. Gross-list family ""Roland Jupiter-8""."
GL-0424,gross_list_336,Roland	Jupiter-8,Roland,JP-8 (Jupiter 8),,duplicate_consolidated,exact_kg_product,4f046ddc-432c-408f-9fce-5f4a8b93117d,roland-jp-8,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0425,gross_list_336,Roland	JX-3P,Roland,JX-3P,,exact_match,exact_kg_product,fe7b64e7-cf2e-4de0-aaf1-3b22628b44dd,roland-jx-3p,reserve,55,low,support=reserve;visibility=private;monitoring=none,"NEW from gross list ""Roland JX-3P""."
GL-0426,gross_list_336,Roland	JX-8P / Super JX-10,Roland,JX-8P,,exact_match,exact_kg_product,4c02851f-ab77-4063-a2a3-40ba9c19e26e,roland-jx-8p,reserve,50,low,support=reserve;visibility=private;monitoring=none,"NEW from gross list ""Roland JX-8P / Super JX-10""."
GL-0427,gross_list_336,Roland	MKS-80 Super Jupiter,Roland,MKS-80 Super Jupiter,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0428,gross_list_336,Roland	Promars MRS-2,Roland,ProMars MRS-2,,duplicate_consolidated,exact_kg_product,9b3f04ed-7c57-4dba-ab8a-f039ef372fbd,roland-promars-mrs-2,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0429,gross_list_336,Roland	Promars MRS-2,Roland,MRS-2,,duplicate_consolidated,exact_kg_product,bf7b511e-409f-4513-bcb8-6fe130a75fe8,roland-mrs-2,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0430,gross_list_336,Roland	RE-101 / RE-150 / RE-201 / RE-301 Space Echo,Roland,RE-201,matchable_canonical_product,duplicate_consolidated,exact_kg_product,07cc1ac5-a0c9-4707-99ed-c4440a1f9563,roland-re-201,core,76,medium,support=supported;visibility=private;monitoring=unchanged,"Retained. Gross-list family ""Roland RE-101 / RE-150 / RE-201 / RE-301 Space Echo""."
GL-0431,gross_list_336,Roland	RE-101 / RE-150 / RE-201 / RE-301 Space Echo,Roland,RE-201,,duplicate_consolidated,exact_kg_product,26fd7032-0d6c-4162-b0c0-a5b74755b0f5,roland-re-201-space-echo,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0432,gross_list_336,Roland	RE-101 / RE-150 / RE-201 / RE-301 Space Echo,Roland,RE-101 / RE-150 / RE-201 / RE-301 Space Echo,,duplicate_consolidated,exact_kg_product,2af05ee8-3cba-4298-b9b1-411bdad21e6b,roland-re-201-space-echo-tape-delay-reverb-1974-1988-black,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0433,gross_list_336,Roland	RE-501 / SRE-555 Chorus Echo,Roland,RE-501,matchable_canonical_product,exact_match,exact_kg_product,7861124f-5e67-4c2c-916d-170577cee116,roland-re-501,core,71,medium,support=supported;visibility=private;monitoring=unchanged,"Retained. Gross-list family ""Roland RE-501 / SRE-555 Chorus Echo""."
GL-0434,gross_list_336,Roland	RS-09 / RS-202 / RS-505,Roland,RS-09 / RS-202 / RS-505,,variant_split,exact_kg_product,1eca52ef-cdd3-4c80-9ea5-479eeff57a12,roland-rs-202-strings,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0435,gross_list_336,Roland	RS-09 / RS-202 / RS-505,Roland,RS-09,,variant_split,exact_kg_product,5863ba37-08ab-411e-a60f-1f2112b6d582,roland-rs-09,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0436,gross_list_336,Roland	RS-09 / RS-202 / RS-505,Roland,RS-505 Paraphonic,,variant_split,exact_kg_product,7f5e35df-9ffe-42a0-8f19-f2237a1cd148,roland-rs-505-paraphonic,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0437,gross_list_336,Roland	SH-2,Roland,SH-2,,exact_match,exact_kg_product,fc0b737c-eb17-4995-b8c1-e14259a41eef,roland-sh-2,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0438,gross_list_336,Roland	SH-5,Roland,SH-5,,exact_match,exact_kg_product,5d593118-b30d-40c6-804c-90ed7e1f6678,roland-sh-5,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0439,gross_list_336,Roland	SH-101,Roland,SH-101,matchable_canonical_product,exact_match,exact_kg_product,52a95e16-0211-44d5-8c02-21a4a7e28fb3,roland-sh-101,core,74,medium,support=supported;visibility=private;monitoring=unchanged,"Retained. Gross-list family ""Roland SH-101""."
GL-0440,gross_list_336,Roland	System-100 / 100M,Roland,System 100,matchable_canonical_product,variant_split,exact_kg_product,98f1f0e1-fff5-4fad-b39c-f83ca2d4557f,roland-system-100,core,62,low,support=supported;visibility=private;monitoring=unchanged,"NEW ENTRY from gross list ""Roland System-100 / 100M""."
GL-0441,gross_list_336,Roland	System-100 / 100M,Roland,System 100m,,variant_split,exact_kg_product,48a084dd-ba80-42ba-9797-efdd5f240e60,roland-system-100m,reserve,49,low,support=reserve;visibility=private;monitoring=none,"NEW from gross list ""Roland System-100 / 100M"" (variant split)."
GL-0442,gross_list_336,Roland	System-700,Roland,System 700,,exact_match,exact_kg_product,f1ba8610-c9e4-4cb8-b67c-fba035e32504,roland-system-700,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0443,gross_list_336,Roland	TB-303,Roland,TB-303,,exact_match,exact_kg_product,67ac8f9a-5064-4c43-9673-6360b92d3148,roland-tb-303,reserve,45,low,support=reserve;visibility=private;monitoring=none,"NEW from gross list ""Roland TB-303""."
GL-0444,gross_list_336,Roland	TR-606,Roland,TR-606,matchable_canonical_product,duplicate_consolidated,exact_kg_product,43df4ad3-ab37-47b7-be18-728fd7a63254,roland-tr-606,core,63,medium,support=supported;visibility=private;monitoring=unchanged,"NEW ENTRY from gross list ""Roland TR-606""."
GL-0445,gross_list_336,Roland	TR-606,Roland,TR-606,,duplicate_consolidated,exact_kg_product,9475494a-bc13-4b03-af86-5857cdfbaa64,roland-tr-606-drumatix-1980s-silver,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0446,gross_list_336,Roland	TR-707 / TR-727,Roland,TR-707,matchable_canonical_product,variant_split,exact_kg_product,df0e0d26-c129-4cab-bc8c-121b5b1e7246,roland-tr-707,core,70,medium,support=supported;visibility=private;monitoring=unchanged,"Retained. Gross-list family ""Roland TR-707 / TR-727""."
GL-0447,gross_list_336,Roland	TR-707 / TR-727,Roland,TR-727,matchable_canonical_product,variant_split,exact_kg_product,a93f7164-b48b-4e66-8390-7e11d6093616,roland-tr-727,reserve,58,low,support=reserve;visibility=private;monitoring=none,Displaced in Prompt 04: zero trusted matches; outscored by guitar/bass challengers carrying Danish and German liquidity.
GL-0448,gross_list_336,Roland	TR-707 / TR-727,Roland,TR-707 / TR-727,,variant_split,exact_kg_product,d7b30f94-ec4f-4eaf-aabb-8ab20695aed9,roland-tr-707-rhythm-composer-1985-white,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0449,gross_list_336,Roland	TR-808,Roland,TR-808,matchable_canonical_product,exact_match,exact_kg_product,d7f70d54-57ae-475d-affd-b02cf75d3f74,roland-tr-808,core,80,high,support=supported;visibility=private;monitoring=unchanged,"Retained. Gross-list family ""Roland TR-808""."
GL-0450,gross_list_336,Roland	TR-909,Roland,TR-909,matchable_canonical_product,exact_match,exact_kg_product,352d676c-ad63-489a-82c1-e59333f79bff,roland-tr-909,core,83,high,support=supported;visibility=private;monitoring=unchanged,"Retained. Gross-list family ""Roland TR-909""."
GL-0451,gross_list_336,Royer	R-121,Royer,R-121,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0452,gross_list_336,Rupert Neve Designs	Master Buss Processor,Rupert Neve Designs,Portico II Master Buss Processor,matchable_canonical_product,duplicate_consolidated,exact_kg_product,c9bf115a-2e11-4f35-8575-63437b376d04,neve-portico-ii-master-buss-processor,core,61,low,support=supported;visibility=private;monitoring=unchanged,"PROMOTED from Prompt 03 reserve: on the gross list as ""Rupert Neve Designs Master Buss Processor""."
GL-0453,gross_list_336,Rupert Neve Designs	Master Buss Processor,Rupert Neve Designs,Master Buss Processor,,duplicate_consolidated,exact_kg_product,134278d1-0963-49a7-8ad0-16ef102198e2,neve-rupert-neve-portico-ii-master-buss-processor,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0454,gross_list_336,Rupert Neve Designs	Master Buss Processor,Rupert Neve Designs,Master Buss Processor,,duplicate_consolidated,exact_kg_product,54e90229-c26a-4161-8cd8-855d3d4e77f2,neve-rupert-neve-designs-portico-ii-master-buss-processor,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0455,gross_list_336,Rupert Neve Designs	Shelford Channel,Rupert Neve Designs,Shelford Channel,,exact_match,exact_kg_product,33e08a80-d6e5-4a5b-b39b-94a38074f26e,neve-rupert-neve-designs-5035-shelford-channel,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0456,gross_list_336,Schoeps	CM 60,Schoeps,CM 60,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0457,gross_list_336,Schoeps	Colette Series (CMC 6 / MK 4),Schoeps,Colette Series (CMC 6 / MK 4),,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0458,gross_list_336,Schoeps	M 221B,Schoeps,M 221B,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0459,gross_list_336,Schoeps	V4 U,Schoeps,V4 U,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0460,gross_list_336,Sennheiser	MD21,Sennheiser,MD21,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0461,gross_list_336,Sennheiser	MD421 / MD421-II,Sennheiser,MD421 / MD421-II,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0462,gross_list_336,Sennheiser	MD441-U,Sennheiser,MD441-U,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0463,gross_list_336,Sennheiser	MKH 416,Sennheiser,MKH 416,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0464,gross_list_336,Sennheiser	MKH 8040,Sennheiser,MKH 8040,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0465,gross_list_336,Sennheiser	V472,Sennheiser,V472,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0466,gross_list_336,Sequential Circuits	DrumTraks,Sequential Circuits,DrumTraks,,duplicate_consolidated,exact_kg_product,24c5ce54-aeb2-4296-928c-b0ae1994fd39,sequential-drumtraks,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0467,gross_list_336,Sequential Circuits	DrumTraks,Sequential Circuits,DrumTraks,,duplicate_consolidated,exact_kg_product,7b21fe0f-4a34-4835-b663-95da6db1431d,sequential-drumtraks-12-voice-drum-machine-1984-black,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0468,gross_list_336,Sequential Circuits	DrumTraks,Sequential Circuits,DrumTraks,,duplicate_consolidated,exact_kg_product,7fd1d8c4-db90-47fe-8473-902d7c75e83c,sequential-reverb-sequential-circuits-drumtraks-sample-pack,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0469,gross_list_336,Sequential Circuits	DrumTraks,Sequential Circuits,DrumTraks,,duplicate_consolidated,exact_kg_product,ed66bc3f-365e-4826-97b1-674b20fd74e4,sequential-circuits-drumtraks,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0470,gross_list_336,Sequential Circuits	Multi-Trak,Sequential Circuits,MultiTrak,,exact_match,exact_kg_product,7bf11a61-a597-4511-b750-8942c4878a19,sequential-circuits-multitrak,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0471,gross_list_336,Sequential Circuits	Pro-One,Sequential Circuits,Pro-One,,exact_match,exact_kg_product,25400290-ee63-49e1-a505-1fd71d64a53b,sequential-circuits-pro-one,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0472,gross_list_336,Sequential Circuits	Prophet-5,Sequential Circuits,Prophet-5,,duplicate_consolidated,exact_kg_product,b8d862f4-de0a-495d-b1c4-262fb8b6b022,sequential-prophet-5,incumbent_removed,62,medium,support=reserve;visibility=private;monitoring=none,Unchanged from Prompt 03.
GL-0473,gross_list_336,Sequential Circuits	Prophet-5,Sequential Circuits,Prophet-5,,duplicate_consolidated,exact_kg_product,358b29a0-f9d0-401a-8f52-a5b6182490ff,sequential-sequential-prophet-5-rev3-3-vintage-1984-polyphonic-synthesizer,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0474,gross_list_336,Sequential Circuits	Prophet-5,Sequential Circuits,Prophet-5,,duplicate_consolidated,exact_kg_product,4f92502a-3f26-4cdb-b4df-12fbcda05a9f,sequential-sequential-prophet-5-legendary-5-voice-analog-poly-synth,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0475,gross_list_336,Sequential Circuits	Prophet-5,Sequential Circuits,PROPHET 5 KEYBOARD : BRAND NEW :  [DETROIT MODULAR],,duplicate_consolidated,exact_kg_product,8f6168c6-eaa3-4e45-953b-8e2c77b219bb,sequential-sequential-prophet-5-keyboard--brand-new--detroit-modular,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0476,gross_list_336,Sequential Circuits	Prophet-5,Sequential Circuits,Prophet-5,,duplicate_consolidated,exact_kg_product,f972650e-772f-434e-86c1-28da2e5f4522,sequential-sequential-prophet-5-polyphonic-analog-keyboard-synthesizer,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0477,gross_list_336,Sequential Circuits	Prophet-5,Sequential Circuits,Prophet 5,,duplicate_consolidated,exact_kg_product,8e8e4fe3-f63c-476d-9088-c973a361b7be,sequential-circuits-prophet-5,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0478,gross_list_336,Sequential Circuits	Prophet-10,Sequential Circuits,Prophet-10,matchable_canonical_product,duplicate_consolidated,exact_kg_product,ef069b5e-e1ea-43f7-bfd6-fa0ea9220926,sequential-prophet-10,core,75,medium,support=supported;visibility=private;monitoring=unchanged,"NEW ENTRY from gross list ""Sequential Circuits Prophet-10""."
GL-0479,gross_list_336,Sequential Circuits	Prophet-10,Sequential Circuits,Prophet-10,,duplicate_consolidated,exact_kg_product,3e8047cf-e924-4bd4-aec8-d486319b53ce,sequential-sequential-prophet-10-desktop-module-restock-deal,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0480,gross_list_336,Sequential Circuits	Prophet-10,Sequential Circuits,PROPHET 10 DESKTOP : BRAND NEW :  [DETROIT MODULAR],,duplicate_consolidated,exact_kg_product,ab76ce00-6749-4e06-9ea7-413e7b1d196e,sequential-sequential-prophet-10-desktop--brand-new--detroit-modular,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0481,gross_list_336,Sequential Circuits	Prophet-10,Sequential Circuits,Prophet-10,,duplicate_consolidated,exact_kg_product,dbd6f94b-abb1-43de-ae19-87ef3f402e1b,sequential-sequential-prophet-10-analogue-synthesiser-desktop,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0482,gross_list_336,Sequential Circuits	Prophet-10,Sequential Circuits,Prophet 10,,duplicate_consolidated,exact_kg_product,f298302d-279a-4499-95ef-787995149a23,sequential-circuits-prophet-10,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0483,gross_list_336,Sequential Circuits	Prophet-600,Sequential Circuits,Prophet-600,,exact_match,exact_kg_product,a3ac8f58-22e3-43fa-a2ab-4587447a90b8,sequential-circuits-prophet-600,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0484,gross_list_336,Sequential Circuits	Prophet-T8,Sequential Circuits,Prophet-T8,,exact_match,exact_kg_product,53bb98b2-b35f-47d9-9c7a-c516f51ff02e,sequential-circuits-prophet-t8,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0485,gross_list_336,Sequential Circuits	Prophet-VS,Sequential Circuits,Prophet-VS,,exact_match,exact_kg_product,74516f5e-328b-4bf9-987b-ed18d3c60c77,sequential-circuits-prophet-vs,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0486,gross_list_336,Sequential Circuits	Six-Trak,Sequential Circuits,Six-Trak,,exact_match,exact_kg_product,bba7fa5a-e4b3-47d8-9285-a4803c0885f6,sequential-circuits-six-trak,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0487,gross_list_336,Sequential Circuits	Studio 440,Sequential Circuits,Studio 440,,exact_match,exact_kg_product,7f058595-ef8f-481b-b475-acf46b8dfee7,sequential-circuits-studio-440,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0488,gross_list_336,Shure	Level-Loc M62V,Shure,Level-Loc M62V,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0489,gross_list_336,Shure	SM57 / SM57 Unidyne III,Shure,SM57 / SM57 Unidyne III,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0490,gross_list_336,Shure	SM7B,Shure,SM7B,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0491,gross_list_336,Siel	Orchestra / Orchestra 2,Siel,Orchestra / Orchestra 2,,exact_match,exact_kg_product,08e686ea-20ab-4ea5-ac5e-1878000affbe,siel-orchestra,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0492,gross_list_336,Siemens	Sitral Series,Siemens,Sitral Series,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0493,gross_list_336,Siemens	V72 / V74,Siemens,V72 / V74,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0494,gross_list_336,Simmons	SDS-V / SDS-7 / SDS-8,Simmons,SDS-V / SDS-7 / SDS-8,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0495,gross_list_336,Solid State Logic	4000 E / G Series,Solid State Logic,4000 E / G Series,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0496,gross_list_336,Solid State Logic	Bus+,Solid State Logic,Bus+,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0497,gross_list_336,Solid State Logic	Fusion,Solid State Logic,Fusion,,exact_match,exact_kg_product,4429ba1b-383e-4a63-b343-a006360400c9,ssl-fusion,reserve,52,medium,support=reserve;visibility=private;monitoring=none,"NEW from gross list ""Solid State Logic Fusion""."
GL-0498,gross_list_336,Solid State Logic	G-384 / G-Master Bus Compressor,Solid State Logic,G-384 / G-Master Bus Compressor,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0499,gross_list_336,Solid State Logic	Ultraviolet EQ,Solid State Logic,UltraViolet EQ,,exact_match,exact_kg_product,a148372e-6d19-4b0b-91df-47e89e7fb3cc,ssl-ultraviolet-eq,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0500,gross_list_336,Solid State Logic	X-Desk / X-Panda,Solid State Logic,X-Desk / X-Panda,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0501,gross_list_336,Sontronics	Aria,Sontronics,Aria,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0502,gross_list_336,Sontronics	Saturn,Sontronics,Saturn,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0503,gross_list_336,Sontronics	Sigma / Delta,Sontronics,Sigma / Delta,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0504,gross_list_336,Sony	C37A,Sony,C37A,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0505,gross_list_336,Sony	C500,Sony,C500,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0506,gross_list_336,Sony	C800 / C800G,Sony,C800 / C800G,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0507,gross_list_336,SPL	Iron,SPL,Iron,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0508,gross_list_336,SPL	Passeq,SPL,Passeq,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0509,gross_list_336,SPL	Transient Designer 4,SPL,Transient Designer 4,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0510,gross_list_336,SPL	Vitalizer MK2-T,SPL,Vitalizer MK2-T,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0511,gross_list_336,Studer	A800,Studer,A800,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0512,gross_list_336,TAB	U73b,TAB,U73b,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0513,gross_list_336,TAB	V72 / V76,TAB,V72 / V76,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0514,gross_list_336,TC Electronic	2290 Digital Delay,TC Electronic,2290 Digital Delay,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0515,gross_list_336,Tegeler Audio Manufaktur	Crème,Tegeler Audio Manufaktur,Crème,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
